term,campaign,impressions,clicks,cost,conversions
худі з принтом на спині військові жіночі,Merchant_Shopping,1,0,0.0,0.0
худі з принтом на спині жіночі,Merchant_Shopping,5,0,0.0,0.0
худі з принтом на спині чоловічі,Merchant_Shopping,1,0,0.0,0.0
худі з принтом чоловічі,Merchant_Shopping,9,0,0.0,0.0
худі з прінтом,Merchant_Shopping,2,0,0.0,0.0
худі з українською вишивкою,Merchant_Shopping,1,0,0.0,0.0
худі з українською символікою,Merchant_Shopping,3,0,0.0,0.0
худі з черепами,Merchant_Shopping,3,0,0.0,0.0
худі забой,Merchant_Shopping,4,0,0.0,0.0
худі замовити,Merchant_Shopping,3,0,0.0,0.0
худі зелене,Merchant_Shopping,5,0,0.0,0.0
худі зимове чоловіче,Merchant_Shopping,1,0,0.0,0.0
худі зоряні війни,Merchant_Shopping,1,0,0.0,0.0
худі зохо,Merchant_Shopping,1,0,0.0,0.0
худі зіп,Merchant_Shopping,20,1,10.06,0.0
худі зіпка,Merchant_Shopping,8,1,12.01,0.0
худі карпати,Merchant_Shopping,5,0,0.0,0.0
худі кежуал,Merchant_Shopping,1,0,0.0,0.0
худі кенгуру,Merchant_Shopping,3,0,0.0,0.0
худі київ,Merchant_Shopping,11,0,0.0,0.0
худі київський режим,Merchant_Shopping,4,0,0.0,0.0
худі київський торт,Merchant_Shopping,1,0,0.0,0.0
худі компані груп,Merchant_Shopping,33,0,0.0,0.0
худі коричневе,Merchant_Shopping,6,0,0.0,0.0
худі кортез,Merchant_Shopping,2,0,0.0,0.0
худі кохай,Merchant_Shopping,2,0,0.0,0.0
худі кохати,Merchant_Shopping,3,0,0.0,0.0
худі кохать,Merchant_Shopping,7,0,0.0,0.0
худі культура,Merchant_Shopping,2,0,0.0,0.0
худі купити,Merchant_Shopping,49,1,6.49,0.0
худі купити жіноче,Merchant_Shopping,1,0,0.0,0.0
худі купити жіночі,Merchant_Shopping,1,0,0.0,0.0
худі купити україна,Merchant_Shopping,1,0,0.0,0.0
худі купити чоловічі,Merchant_Shopping,2,0,0.0,0.0
худі купить,Merchant_Shopping,3,0,0.0,0.0
худі львів,Merchant_Shopping,3,0,0.0,0.0
худі любов варта всього,Merchant_Shopping,1,0,0.0,0.0
худі літопис сірого ордену,Merchant_Shopping,3,0,0.0,0.0
худі м так,Merchant_Shopping,15,0,0.0,0.0
худі малюнок,Merchant_Shopping,1,0,0.0,0.0
худі мандруй стріляй кохай,Merchant_Shopping,5,0,0.0,0.0
худі матіно,Merchant_Shopping,3,0,0.0,0.0
худі мерч,Merchant_Shopping,2,0,0.0,0.0
худі металіка,Merchant_Shopping,1,0,0.0,0.0
худі молот,Merchant_Shopping,4,0,0.0,0.0
худі моноліт,Merchant_Shopping,5,0,0.0,0.0
худі морська піхота,Merchant_Shopping,2,0,0.0,0.0
худі мотанка,Merchant_Shopping,3,0,0.0,0.0
худі мрія,Merchant_Shopping,2,0,0.0,0.0
худі мілітарі,Merchant_Shopping,47,0,0.0,0.0
худі мілітарі жіночі,Merchant_Shopping,6,0,0.0,0.0
худі мілітарі чоловічі,Merchant_Shopping,28,0,0.0,0.0
худі мінометник,Merchant_Shopping,1,1,20.75,0.0
худі на блискавці,Merchant_Shopping,34,0,0.0,0.0
худі на блискавці жіночі,Merchant_Shopping,3,0,0.0,0.0
худі на блискавці з принтом,Merchant_Shopping,3,0,0.0,0.0
худі на блискавці оверсайз,Merchant_Shopping,1,0,0.0,0.0
худі на блискавці чоловічі,Merchant_Shopping,7,0,0.0,0.0
худі на замку,Merchant_Shopping,12,0,0.0,0.0
худі на замку жіночі,Merchant_Shopping,6,1,8.93,0.0
худі на замку чоловіче,Merchant_Shopping,1,0,0.0,0.0
худі на замок,Merchant_Shopping,1,0,0.0,0.0
худі на застібці,Merchant_Shopping,4,1,8.89,0.0
худі на осінь,Merchant_Shopping,3,0,0.0,0.0
худі на подарунок,Merchant_Shopping,1,0,0.0,0.0
худі на підлітка,Merchant_Shopping,1,0,0.0,0.0
худі на флісі,Merchant_Shopping,3,0,0.0,0.0
худі на флісі жіночі,Merchant_Shopping,1,0,0.0,0.0
худі на флісі з принтом,Merchant_Shopping,1,0,0.0,0.0
худі найк,Merchant_Shopping,3,0,0.0,0.0
худі норд дивижн,Merchant_Shopping,24,0,0.0,0.0
худі норд дівіжн,Merchant_Shopping,1,0,0.0,0.0
худі нірвана,Merchant_Shopping,2,0,0.0,0.0
худі оверсайз,Merchant_Shopping,29,2,27.91,0.0
худі оверсайз жіноче,Merchant_Shopping,4,0,0.0,0.0
худі оверсайз жіночі,Merchant_Shopping,3,0,0.0,0.0
худі оверсайз з принтом,Merchant_Shopping,8,0,0.0,0.0
худі оверсайз купити,Merchant_Shopping,1,0,0.0,0.0
худі оверсайз підліткові,Merchant_Shopping,1,0,0.0,0.0
худі оверсайз чоловічі,Merchant_Shopping,13,0,0.0,0.0
худі олива,Merchant_Shopping,1,0,0.0,0.0
худі олх,Merchant_Shopping,10,0,0.0,0.0
худі оператор бпла,Merchant_Shopping,1,0,0.0,0.0
худі оптімус генг,Merchant_Shopping,2,0,0.0,0.0
худі осінь,Merchant_Shopping,2,0,0.0,0.0
худі палай,Merchant_Shopping,2,0,0.0,0.0
худі парні,Merchant_Shopping,1,0,0.0,0.0
худі патагонія,Merchant_Shopping,1,0,0.0,0.0
худі патріотичне,Merchant_Shopping,20,0,0.0,0.0
худі патріотичне жіноче,Merchant_Shopping,2,0,0.0,0.0
худі принт,Merchant_Shopping,12,0,0.0,0.0
худі південь,Merchant_Shopping,13,0,0.0,0.0
худі підліткові,Merchant_Shopping,1,0,0.0,0.0
худі рамштайн,Merchant_Shopping,1,0,0.0,0.0
худі розвідка,Merchant_Shopping,3,0,0.0,0.0
худі руни,Merchant_Shopping,3,0,0.0,0.0
худі русоріз,Merchant_Shopping,11,0,0.0,0.0
худі рік і морті,Merchant_Shopping,1,0,0.0,0.0
худі с принтом,Merchant_Shopping,1,0,0.0,0.0
худі сарказм,Merchant_Shopping,1,0,0.0,0.0
худі свастон,Merchant_Shopping,16,0,0.0,0.0
худі світшот толстовка,Merchant_Shopping,3,0,0.0,0.0
худі сила,Merchant_Shopping,3,0,0.0,0.0
худі синє,Merchant_Shopping,1,0,0.0,0.0
худі скам,Merchant_Shopping,1,0,0.0,0.0
худі скрябін,Merchant_Shopping,1,0,0.0,0.0
худі смерть зачекає,Merchant_Shopping,4,0,0.0,0.0
худі спортивне,Merchant_Shopping,1,0,0.0,0.0
худі сталкер,Merchant_Shopping,1,0,0.0,0.0
худі сталкер 2,Merchant_Shopping,7,0,0.0,0.0
худі сталкер воля,Merchant_Shopping,4,0,0.0,0.0
худі стаф,Merchant_Shopping,1,0,0.0,0.0
худі стафф,Merchant_Shopping,2,0,0.0,0.0
худі стерненко,Merchant_Shopping,2,0,0.0,0.0
худі стон айленд,Merchant_Shopping,1,0,0.0,0.0
худі стон айленд оригинал,Merchant_Shopping,4,0,0.0,0.0
худі суми,Merchant_Shopping,14,0,0.0,0.0
худі сіре,Merchant_Shopping,3,0,0.0,0.0
худі тактичне,Merchant_Shopping,22,0,0.0,0.0
худі тактичне з принтом,Merchant_Shopping,2,1,5.03,0.0
худі таємна вечеря,Merchant_Shopping,1,0,0.0,0.0
худі тепле чоловіче,Merchant_Shopping,1,0,0.0,0.0
худі ти я посадка,Merchant_Shopping,3,0,0.0,0.0
худі тор штайнер,Merchant_Shopping,1,0,0.0,0.0
худі у2к,Merchant_Shopping,1,0,0.0,0.0
худі укр бренд,Merchant_Shopping,5,0,0.0,0.0
худі україна,Merchant_Shopping,13,0,0.0,0.0
худі українське,Merchant_Shopping,15,0,0.0,0.0
худі український бренд,Merchant_Shopping,48,1,11.52,0.0
худі український виробник,Merchant_Shopping,5,0,0.0,0.0
худі українського виробництва,Merchant_Shopping,21,1,17.79,0.0
худі унісекс,Merchant_Shopping,2,0,0.0,0.0
худі фліс,Merchant_Shopping,3,0,0.0,0.0
худі хакі,Merchant_Shopping,3,0,0.0,0.0
худі харків,Merchant_Shopping,28,0,0.0,0.0
худі хартія,Merchant_Shopping,8,0,0.0,0.0
худі херсон,Merchant_Shopping,4,0,0.0,0.0
худі червоне,Merchant_Shopping,2,0,0.0,0.0
худі чоловіча,Merchant_Shopping,8,0,0.0,0.0
худі чоловіче,Merchant_Shopping,79,0,0.0,0.0
худі чоловіче брендове,Merchant_Shopping,7,0,0.0,0.0
худі чоловіче з принтом,Merchant_Shopping,12,0,0.0,0.0
худі чоловіче купити,Merchant_Shopping,2,0,0.0,0.0
худі чоловіче оверсайз,Merchant_Shopping,26,1,11.95,0.0
худі чоловіче чорне,Merchant_Shopping,2,0,0.0,0.0
худі чоловічий,Merchant_Shopping,43,0,0.0,0.0
худі чоловічий з мілітарі принтом,Merchant_Shopping,6,0,0.0,0.0
худі чоловічий з принтом,Merchant_Shopping,1,0,0.0,0.0
худі чоловічі,Merchant_Shopping,501,11,145.76,0.0
худі чоловічі nike,Merchant_Shopping,3,0,0.0,0.0
худі чоловічі брендові,Merchant_Shopping,7,0,0.0,0.0
худі чоловічі великих розмірів,Merchant_Shopping,2,0,0.0,0.0
худі чоловічі військові,Merchant_Shopping,1,0,0.0,0.0
худі чоловічі з балаклавою,Merchant_Shopping,5,0,0.0,0.0
худі чоловічі з вишивкою,Merchant_Shopping,1,0,0.0,0.0
худі чоловічі з принтом,Merchant_Shopping,53,2,45.94,0.0
худі чоловічі з принтом військові,Merchant_Shopping,20,1,17.83,0.0
худі чоловічі з принтом на замовлення,Merchant_Shopping,2,0,0.0,0.0
худі чоловічі з принтом на спині,Merchant_Shopping,3,0,0.0,0.0
худі чоловічі зимові,Merchant_Shopping,2,0,0.0,0.0
худі чоловічі купити,Merchant_Shopping,4,0,0.0,0.0
худі чоловічі мілітарі,Merchant_Shopping,5,0,0.0,0.0
худі чоловічі на блискавці,Merchant_Shopping,1,0,0.0,0.0
худі чоловічі на флісі,Merchant_Shopping,18,0,0.0,0.0
худі чоловічі на флісі з принтом,Merchant_Shopping,1,0,0.0,0.0
худі чоловічі найк,Merchant_Shopping,2,0,0.0,0.0
худі чоловічі оверсайз,Merchant_Shopping,7,0,0.0,0.0
худі чоловічі патріотичні,Merchant_Shopping,1,0,0.0,0.0
худі чоловічі український бренд,Merchant_Shopping,1,0,0.0,0.0
худі чорна жіноча,Merchant_Shopping,1,0,0.0,0.0
худі чорне,Merchant_Shopping,11,1,6.7,0.0
худі чорне жіноче,Merchant_Shopping,4,0,0.0,0.0
худі чорне з принтом,Merchant_Shopping,1,0,0.0,0.0
худі чорний,Merchant_Shopping,1,0,0.0,0.0
худі я керую цим цирком,Merchant_Shopping,2,0,0.0,0.0
худі ідея нації,Merchant_Shopping,6,0,0.0,0.0
хюге худі,Merchant_Shopping,1,0,0.0,0.0
цветное худи,Merchant_Shopping,1,0,0.0,0.0
цвинтар мерч,Merchant_Shopping,8,0,0.0,0.0
центр прийняття рішень футболка,Merchant_Shopping,1,0,0.0,0.0
центурія мерч,Merchant_Shopping,2,0,0.0,0.0
центурія футболка,Merchant_Shopping,1,0,0.0,0.0
цех футболки,Merchant_Shopping,2,0,0.0,0.0
цивільний одяг для військових,Merchant_Shopping,2,0,0.0,0.0
часи дснс,Merchant_Shopping,1,0,0.0,0.0
часы дснс,Merchant_Shopping,1,0,0.0,0.0
чашка дснс,Merchant_Shopping,2,0,0.0,0.0
червоно чорний прапор,Merchant_Shopping,3,0,0.0,0.0
червоно чорний прапор історія,Merchant_Shopping,1,0,0.0,0.0
черная зип худи,Merchant_Shopping,1,0,0.0,0.0
черная зип худи оверсайз,Merchant_Shopping,1,0,0.0,0.0
черная зипка,Merchant_Shopping,2,0,0.0,0.0
черная зипка с принтом,Merchant_Shopping,4,0,0.0,0.0
черная мужская кофта,Merchant_Shopping,1,0,0.0,0.0
черная толстовка,Merchant_Shopping,1,0,0.0,0.0
черная толстовка с рисунком,Merchant_Shopping,1,0,0.0,0.0
черная футболка,Merchant_Shopping,2,0,0.0,0.0
черно красный прапор,Merchant_Shopping,8,0,0.0,0.0
черное зип худи,Merchant_Shopping,3,0,0.0,0.0
черное худи,Merchant_Shopping,2,0,0.0,0.0
черное худи женское,Merchant_Shopping,3,0,0.0,0.0
черное худи оверсайз,Merchant_Shopping,1,0,0.0,0.0
черное худі оверсайз,Merchant_Shopping,2,0,0.0,0.0
черные брюки,Merchant_Shopping,2,0,0.0,0.0
черные джинсы,Merchant_Shopping,1,0,0.0,0.0
черные джинсы багги,Merchant_Shopping,1,0,0.0,0.0
черные джинсы широкие,Merchant_Shopping,1,0,0.0,0.0
черные карго,Merchant_Shopping,1,0,0.0,0.0
черные мужские спортивные штаны,Merchant_Shopping,1,0,0.0,0.0
черные мужские футболки с принтами,Merchant_Shopping,2,0,0.0,0.0
черные оверсайз штаны,Merchant_Shopping,1,0,0.0,0.0
черные оверсайз штаны мужские,Merchant_Shopping,1,0,0.0,0.0
черные спортивные брюки,Merchant_Shopping,1,0,0.0,0.0
черные спортивные штаны,Merchant_Shopping,10,0,0.0,0.0
черные спортивные штаны женские,Merchant_Shopping,1,0,0.0,0.0
черные спортивные штаны мужские,Merchant_Shopping,5,0,0.0,0.0
черные спортивные штаны мужские широкие,Merchant_Shopping,2,0,0.0,0.0
черные спортивные штаны широкие,Merchant_Shopping,1,0,0.0,0.0
черные теплые штаны,Merchant_Shopping,3,0,0.0,0.0
черные футболки,Merchant_Shopping,1,0,0.0,0.0
черные худи с принтом,Merchant_Shopping,4,0,0.0,0.0
черные широкие штаны,Merchant_Shopping,6,0,0.0,0.0
черные шорты женские,Merchant_Shopping,3,0,0.0,0.0
черные штаны,Merchant_Shopping,17,0,0.0,0.0
черные штаны в школу,Merchant_Shopping,1,0,0.0,0.0
черные штаны купить,Merchant_Shopping,1,0,0.0,0.0
черные штаны мужские,Merchant_Shopping,11,0,0.0,0.0
черные штаны мужские спортивные,Merchant_Shopping,2,0,0.0,0.0
черные штаны на флисе,Merchant_Shopping,1,0,0.0,0.0
черные штаны оверсайз,Merchant_Shopping,1,0,0.0,0.0
черные штаны оверсайз мужские,Merchant_Shopping,1,0,0.0,0.0
черные штаны широкие,Merchant_Shopping,1,0,0.0,0.0
черный свитшот с принтом,Merchant_Shopping,1,0,0.0,0.0
черный спортивный костюм женский,Merchant_Shopping,1,0,0.0,0.0
черный худи женский,Merchant_Shopping,1,0,0.0,0.0
черный худи с принтом,Merchant_Shopping,1,0,0.0,0.0
чиносы,Merchant_Shopping,1,0,0.0,0.0
чоловіча зіпка,Merchant_Shopping,3,0,0.0,0.0
чоловіча кофта на блискавці,Merchant_Shopping,3,0,0.0,0.0
чоловіча толстовка з капюшоном,Merchant_Shopping,2,2,18.63,0.0
чоловіча футболка,Merchant_Shopping,12,0,0.0,0.0
чоловіча футболка з принтом,Merchant_Shopping,2,0,0.0,0.0
чоловіча худі,Merchant_Shopping,3,0,0.0,0.0
чоловіче зіп худі,Merchant_Shopping,1,0,0.0,0.0
чоловіче худі,Merchant_Shopping,56,1,6.64,0.0
чоловіче худі з вишивкою,Merchant_Shopping,2,0,0.0,0.0
чоловіче худі з принтом,Merchant_Shopping,6,1,2.47,0.0
чоловіче худі оверсайз,Merchant_Shopping,8,0,0.0,0.0
чоловіче чорне худі,Merchant_Shopping,2,0,0.0,0.0
чоловічий військовий одяг,Merchant_Shopping,1,0,0.0,0.0
чоловічий костюм оверсайз,Merchant_Shopping,1,0,0.0,0.0
чоловічий лонг,Merchant_Shopping,2,0,0.0,0.0
чоловічий лонгслів,Merchant_Shopping,2,0,0.0,0.0
чоловічий одяг,Merchant_Shopping,16,0,0.0,0.0
чоловічий одяг великих розмірів,Merchant_Shopping,1,0,0.0,0.0
чоловічий одяг з українською символікою,Merchant_Shopping,1,0,0.0,0.0
чоловічий одяг стильний,Merchant_Shopping,1,0,0.0,0.0
