Дата визита,UTM Campaign,Пол,Возраст,Визиты
2023-06-18,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,15
2026-06-16,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,35‑44 года,4
2026-06-28,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,45-54 года,4
2026-04-14,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,мужской,25‑34 года,3
2026-04-14,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,мужской,35‑44 года,3
2026-04-17,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,женский,Не определено,3
2026-04-21,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,женский,Не определено,3
2026-04-22,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,мужской,45-54 года,3
2026-04-26,Промостатья: рынок и тренды 1 / Ж25-44 / интерес_франшиза / рся / #dzen / 2404,женский,25‑34 года,3
2026-04-27,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,мужской,35‑44 года,3
2026-05-17,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,женский,Не определено,3
2026-05-19,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,женский,25‑34 года,3
2026-05-20,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,25‑34 года,3
2026-05-25,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,Не определено,Не определено,3
2026-05-26,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,45-54 года,3
2026-05-27,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,Не определено,Не определено,3
2026-05-27,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,35‑44 года,3
2026-05-28,Промостатья: рынок и тренды 1 / Ж25-44 / интерес_франшиза / рся / #dzen / 2404,женский,Не определено,3
2026-05-29,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,женский,45-54 года,3
2026-06-01,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,Не определено,Не определено,3
2026-06-02,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,45-54 года,3
2026-06-15,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,женский,45-54 года,3
2026-06-15,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,45-54 года,3
2026-06-25,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,25‑34 года,3
2026-06-27,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,45-54 года,3
2026-04-16,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,женский,55 лет и старше,2
2026-04-19,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,женский,35‑44 года,2
2026-04-21,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,Не определено,25‑34 года,2
2026-04-21,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,женский,45-54 года,2
2026-04-22,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,Не определено,Не определено,2
2026-04-25,Промостатья: рынок и тренды 1 / Ж25-44 / интерес_франшиза / рся / #dzen / 2404,мужской,55 лет и старше,2
2026-04-25,Промостатья: рынок и тренды 1 / Ж25-44 / интерес_франшиза / рся / #dzen / 2404,женский,Не определено,2
2026-04-25,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,мужской,Не определено,2
2026-04-25,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,женский,Не определено,2
2026-04-26,Промостатья: рынок и тренды 1 / Ж25-44 / интерес_франшиза / рся / #dzen / 2404,Не определено,Не определено,2
2026-04-26,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,мужской,55 лет и старше,2
2026-04-27,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,мужской,Не определено,2
2026-04-27,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,мужской,35‑44 года,2
2026-04-27,Промостатья: рынок и тренды 1 / Ж25-44 / интерес_франшиза / рся / #dzen / 2404,Не определено,35‑44 года,2
2026-04-28,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,Не определено,35‑44 года,2
2026-04-28,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,мужской,Не определено,2
2026-04-28,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,55 лет и старше,2
2026-04-28,Промостатья: рынок и тренды 1 / Ж25-44 / интерес_франшиза / рся / #dzen / 2404,женский,35‑44 года,2
2026-04-28,Промостатья: рынок и тренды 1 / Ж25-44 / интерес_франшиза / рся / #dzen / 2404,женский,45-54 года,2
2026-04-29,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,35‑44 года,2
2026-05-04,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,Не определено,Не определено,2
2026-05-04,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,женский,25‑34 года,2
2026-05-08,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,женский,35‑44 года,2
2026-05-10,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,женский,45-54 года,2
